,index_sql,q10_part_1,q10_part_2,q10_part_3,q10_part_4,q10_part_5,q10_part_6,q10_part_7,q10_part_8,q10_part_9,q10_part_10,q10_part_11,q10_part_12,q10_part_13,q10_part_14,q10_part_15,q10_part_16,q10_other
8044,8045,,,,,,,,,,,,,,,,,
8045,8046,,,,,,,,,,,,,,,,None,
8046,8047, Kaggle Notebooks,,,,,,,,,,,,,,,,
8047,8048,,,,,,,,,,,,,,,,,
8048,8049,,Colab Notebooks,,,,,,,,,,,,,,,
8049,8050,,,,,,,,,,,Google Cloud Datalab,,,,,,
8050,8051,,Colab Notebooks,,,,,,,,,,,,,,,
8051,8052, Kaggle Notebooks,,,,,,,,,,,,,,,,
8052,8053, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8053,8054, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8054,8055,,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
8055,8056,,,,,,,,,,,,,,,,None,
8056,8057, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8057,8058, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8058,8059,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
8059,8060,,Colab Notebooks,,,,,,,,,,,,,,,
8060,8061,,,,,,,,,,,,,,,,,
8061,8062,,Colab Notebooks,,,,,,,,,,,,,,,
8062,8063, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
8063,8064, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8064,8065, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8065,8066,,,,,,,,,,,,,,,,None,
8066,8067,,,,,,,,,,,,,,,,None,
8067,8068,,,,,,,,,,,,,,,,,
8068,8069,,,,,,,,,,,,,,,,,
8069,8070, Kaggle Notebooks,,,,,,,,,,,,,,,,
8070,8071,,Colab Notebooks,,,,,,,,,,,,,,,
8071,8072,,,,,,,,,,,,,,,,None,
8072,8073, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8073,8074,,,,,,,,,,,,,,,,,Other
8074,8075, Kaggle Notebooks,,,,,,,,,,,,,,,,
8075,8076,,,,,,,,,,,,,,,,None,
8076,8077,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
8077,8078,,,,,,,,,,,,,,,,None,
8078,8079,,,,,,,,,,,,,,,,None,
8079,8080,,,,, Binder / JupyterHub ,,,,,,,,,,,,
8080,8081,,Colab Notebooks,,,,,,,,,,,,,,,
8081,8082,,Colab Notebooks,,,,,,,,,,,,,,,
8082,8083, Kaggle Notebooks,,,,,,,,,,,,,,,,
8083,8084,,Colab Notebooks,,,,,,,,,,,,,,,
8084,8085, Kaggle Notebooks,,,,,,,,,,,,,,,,
8085,8086,,,,,,,,,,,,,,,,,
8086,8087,,,,,,,,,,,,,,,,None,
8087,8088, Kaggle Notebooks,,,,,,,,,,,,,,,,
8088,8089,,,,,,,,,,,,,,,,None,
8089,8090,,,,,,,,,,,,,,,,,Other
8090,8091,,,,,,,,,,,,,,,,None,
8091,8092,,,,, Binder / JupyterHub ,,,,,,,, Zeppelin / Zepl Notebooks ,,,,
8092,8093,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8093,8094,,,,,,,,,,,,,,,,None,
8094,8095, Kaggle Notebooks,,,,,,,,,,,,,,,,
8095,8096,,,,,,,,,,,,,,,,,
8096,8097,,,,,,,,,,,,,,,,,
8097,8098, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8098,8099, Kaggle Notebooks,,,,,,,,,,,,,,,,
8099,8100, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,, Binder / JupyterHub ,,,,,,,,,,,,
8100,8101, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8101,8102, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8102,8103,,Colab Notebooks,,,,, IBM Watson Studio ,,,,,,,,,,Other
8103,8104,,,,,, Code Ocean ,, Amazon Sagemaker Studio Notebooks ,,,,,,, Observable Notebooks ,,
8104,8105,,,,,,,,,,,,,,,,None,
8105,8106, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8106,8107, Kaggle Notebooks,,,,,,,,,,,,,,,,
8107,8108,,,,,,,,,,,,,,,,,
8108,8109,,,,,,,,,,,,,,,,,
8109,8110,,,,,,,,,,,,,,,,None,
8110,8111, Kaggle Notebooks,,,,,,,,,,,,,,,,
8111,8112, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8112,8113,,,,,,,,,,,,,,,,None,
8113,8114,,,,,,,,,,,,,,,,None,
8114,8115, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8115,8116, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8116,8117,,Colab Notebooks,,,,,,,,,,,, Deepnote Notebooks ,,,
8117,8118, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8118,8119, Kaggle Notebooks,,,,,,,,,,,,,,,,
8119,8120,,,,, Binder / JupyterHub ,,,,,,,,,,,,
8120,8121, Kaggle Notebooks,,,,,,,,,,,,,,,,
8121,8122,,,,,,,,,,,,,,,,None,
8122,8123, Kaggle Notebooks,,,,,,,,,,,,,,,,Other
8123,8124, Kaggle Notebooks,Colab Notebooks,,,,, IBM Watson Studio ,,,,,,,,,,
8124,8125,,Colab Notebooks,,,,,,,,,,,,,,,
8125,8126,,,,,,,,,,,,, Zeppelin / Zepl Notebooks ,,,,
8126,8127, Kaggle Notebooks,,,,,,,,,,,,,,,,
8127,8128,,,,,,,,,,,,,,,,None,
8128,8129,,,,,,,,,,,,,,,,,Other
8129,8130,,,,,,,,,,,,,,,,None,
8130,8131, Kaggle Notebooks,,,,,,,,,,,,,,,,
8131,8132,,Colab Notebooks,,,,,,,,,,,,,,,
8132,8133,,,,,,,,,,,,,,,,None,
8133,8134, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,, Deepnote Notebooks ,,,
8134,8135,,,,,,,,,,,,,,,,None,
8135,8136,,,,,,,,,,,Google Cloud Datalab,,,,,,
8136,8137,,,,,,,,,,,,,,,,None,
8137,8138, Kaggle Notebooks,,,,,,,,,,,,,,,,
8138,8139, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8139,8140,,,,, Binder / JupyterHub ,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
8140,8141, Kaggle Notebooks,,Azure Notebooks,,,,,,,,,,,,,,
8141,8142,,Colab Notebooks,,,,,,,,,,,,,,,
8142,8143, Kaggle Notebooks,Colab Notebooks,,,, Code Ocean ,,,,,,,,,,,
8143,8144,,Colab Notebooks,,,,,,,,,,,,,,,
8144,8145,,,,,,,,,,,,,,,,None,
8145,8146, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8146,8147,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8147,8148, Kaggle Notebooks,,,,,,,,,,,,,,,,
8148,8149,,,,,,,,,,,,,,,,None,
8149,8150,,,,,,,,,,,,,,,,None,
8150,8151, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8151,8152,,Colab Notebooks,,,,,,,,,,,,,,,
8152,8153,,,,,,,,,,,,,,,,None,
8153,8154,,,,,,,,,,,, Databricks Collaborative Notebooks ,,,,,
8154,8155,,,,,,,,,,,,,,,,None,
8155,8156, Kaggle Notebooks,,Azure Notebooks,,,,,,,,,,,,,,
8156,8157, Kaggle Notebooks,,,,,,,,,,,,,,,,
8157,8158,,,,,,,,,,,,,,,,None,
8158,8159,,,,,,,,,,,,,,,,None,
8159,8160, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
8160,8161,,,,,,,,,,,,,,,,None,
8161,8162,,,,,,, IBM Watson Studio ,,,,,,,,,,
8162,8163,,Colab Notebooks,,,,,,,,,,,,,,,
8163,8164,,,,,,,,,,,,,,,,None,
8164,8165, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8165,8166,,,,,,,,,,,,,,,,None,
8166,8167, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8167,8168,,,Azure Notebooks,,,,, Amazon Sagemaker Studio Notebooks ,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8168,8169, Kaggle Notebooks,,,,,,,,,,,,,,,,
8169,8170, Kaggle Notebooks,,,,,,,,,,,,,,,,
8170,8171, Kaggle Notebooks,,, Paperspace / Gradient ,,,,,,,,,,,,,
8171,8172,,,,,,,,,,,,,,,,None,
8172,8173,,Colab Notebooks,,,,,,,,,,,,,,,
8173,8174,,,,,,,,,,,,,,,,None,
8174,8175, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8175,8176,,,, Paperspace / Gradient , Binder / JupyterHub ,,,,,,,,,,,,Other
8176,8177,,Colab Notebooks,,,,,,,,,, Databricks Collaborative Notebooks ,,,,,
8177,8178,,,,,,,,,,,,,,,,,
8178,8179,,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
8179,8180,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8180,8181,,Colab Notebooks,,,,,,,,,,,,,,,
8181,8182,,Colab Notebooks,,,,,,,,,,,,,,,
8182,8183,,,,,,,,,,,,,,,,None,
8183,8184,,,,,,,,,,,,, Zeppelin / Zepl Notebooks ,,,,
8184,8185,,,,,,,,,,,,,,,,None,
8185,8186,,,,,,,,,,,,,,,,None,
8186,8187,,,,,,,,,,,,,,,,None,
8187,8188,,Colab Notebooks,,,,,,,,,,,,,,,
8188,8189,,,,,,,,,,,,,,,,,Other
8189,8190,,Colab Notebooks,,,,,,,,,,,,,,,
8190,8191, Kaggle Notebooks,,,,,,,,,,,,,,,,
8191,8192, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,,,,,,,,
8192,8193,,,Azure Notebooks,, Binder / JupyterHub ,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8193,8194, Kaggle Notebooks,,,,,,,,,,,,,,,,
8194,8195,,,,,,, IBM Watson Studio ,,,,,,,,,,
8195,8196,,,,,,, IBM Watson Studio ,,,,,,,,,,
8196,8197, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8197,8198,,,,,,,,,,,,,,,,None,
8198,8199, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8199,8200, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8200,8201,,Colab Notebooks,, Paperspace / Gradient , Binder / JupyterHub ,,,,,,,,,,,,
8201,8202, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8202,8203,,Colab Notebooks,,,,,,,,,,,,,,,
8203,8204, Kaggle Notebooks,,,,,,,,,,,,,,,,
8204,8205,,Colab Notebooks,,,,,,,,,,,,,,,
8205,8206,,,,,,,,,,,,,,,,,
8206,8207,,,,,,,,, Amazon EMR Notebooks ,,,, Zeppelin / Zepl Notebooks ,,,,
8207,8208,,,,,,,,,,,,,,,,None,
8208,8209,,,,,,,,,,,,,,,,None,
8209,8210,,Colab Notebooks,,,,,,,,,,,,,,,
8210,8211, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8211,8212,,,,,,,,,,,,, Zeppelin / Zepl Notebooks ,,,,
8212,8213, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
8213,8214, Kaggle Notebooks,,,,,,,,,,,,,,,,
8214,8215,,,,,,,,,,,,,,,,None,
8215,8216,,Colab Notebooks,,,,,,,,,,,,,,,
8216,8217,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8217,8218, Kaggle Notebooks,,,,,,,,,,,,,,,,
8218,8219,,,,,,,,, Amazon EMR Notebooks ,,,,,,,,
8219,8220, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
8220,8221,,Colab Notebooks,,,,,,,,,, Databricks Collaborative Notebooks ,,,,,
8221,8222,,,,,,,,,,,,,,,,None,
8222,8223,,,,,,,,,,,,,,,,None,
8223,8224,,Colab Notebooks,,,,,,,,,,,,,,,
8224,8225, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
8225,8226,,Colab Notebooks,,,,,,,,,,,,,,,
8226,8227, Kaggle Notebooks,,,,,,,,,,,,,,,,
8227,8228, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8228,8229,,,,,,,,,,,,,,,,,
8229,8230, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,,,,, Amazon Sagemaker Studio Notebooks ,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8230,8231, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
8231,8232,,Colab Notebooks,,,,,,,,,,,,,,,
8232,8233,,Colab Notebooks,,,,,,,,,,,,,,,
8233,8234,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8234,8235, Kaggle Notebooks,,,,,,,,,,,,,,,,
8235,8236, Kaggle Notebooks,,,,,,,,,,,,,,,,
8236,8237,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
8237,8238,,Colab Notebooks,,,,,,,,,,,,,,,
8238,8239, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8239,8240, Kaggle Notebooks,,,,,, IBM Watson Studio ,,,,,, Zeppelin / Zepl Notebooks ,,,,
8240,8241,,,,,,,,,,,,,,,,None,
8241,8242, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,,,,,,,,
8242,8243,,Colab Notebooks,,,,,,,,,,,,,,,
8243,8244, Kaggle Notebooks,,,,,,,,,,,,,,,,
8244,8245,,,,,,,,,,,,,,,,None,
8245,8246,,Colab Notebooks,,,,,,,,,,,,,,,
8246,8247,,Colab Notebooks,,,,,,,,,,,,,,,
8247,8248,,,,,,,,,,,,,,,,None,
8248,8249, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8249,8250, Kaggle Notebooks,Colab Notebooks,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
8250,8251,,Colab Notebooks,,,,,,,,,,,,,,,
8251,8252,,,,,,,,,,,,,,,,None,
8252,8253, Kaggle Notebooks,Colab Notebooks,Azure Notebooks, Paperspace / Gradient , Binder / JupyterHub , Code Ocean , IBM Watson Studio , Amazon Sagemaker Studio Notebooks , Amazon EMR Notebooks ,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab, Databricks Collaborative Notebooks , Zeppelin / Zepl Notebooks , Deepnote Notebooks , Observable Notebooks ,,
8253,8254,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
8254,8255,,,,,,,,,,,,,,,,None,
8255,8256, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,,,,, Amazon Sagemaker Studio Notebooks ,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8256,8257,,,,,,,,,,,,,,,,None,
8257,8258,,,Azure Notebooks,,,,,,,,,,,,,,
8258,8259,,,,,,,,,,,,,,,,None,
8259,8260,,,,,,,,,,,,,,,,None,
8260,8261,,,,,,,,,,,,,,,,None,
8261,8262,,,,,,,,,,,,,,,,,
8262,8263, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8263,8264,,,,,,,,,,,,,,,,None,
8264,8265, Kaggle Notebooks,,,,,,,,,,,,,,,,
8265,8266, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8266,8267,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8267,8268,,,,, Binder / JupyterHub ,,,,,,,,,,,,
8268,8269,,,,,,,,,,,,,,,,,
8269,8270,,,,,,,,,,,,,,,,None,
8270,8271, Kaggle Notebooks,,,,,, IBM Watson Studio ,,,,,,,,,,
8271,8272,,Colab Notebooks,,,,,,,,,,,,,,,
8272,8273,,,,,,,,,,,,,,,,,
8273,8274,,,,,,,,,,,,,,,,None,
8274,8275,,Colab Notebooks,,,,,,,,,,,,,,,
8275,8276,,Colab Notebooks,,,,,,,,,,,,,,,
8276,8277,,,,,,,,,,,,,,,,None,
8277,8278, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8278,8279, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8279,8280,,,,,,,,,,,,,,,,None,
8280,8281,,,,,,,,,,,,,,,,None,
8281,8282, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,,,,,,,,Google Cloud Datalab,,,,,,
8282,8283, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8283,8284, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8284,8285,,,,, Binder / JupyterHub ,,,,,,,,,,,,
8285,8286,,Colab Notebooks,,,,,,,,,,,,,,,
8286,8287,,Colab Notebooks,,,,,,,,,,,,,,,
8287,8288,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8288,8289, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8289,8290, Kaggle Notebooks,,,,,,,,,,,,,,,,
8290,8291,,Colab Notebooks,,,,,,,,,,,,,,,
8291,8292, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8292,8293,,,,,,,,,,,,,,,,None,
8293,8294, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8294,8295,,,,,,,,,,,,,,,,None,
8295,8296, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8296,8297, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8297,8298,,,,,,,,,,,,,,,,None,
8298,8299,,Colab Notebooks,,,,,,,,,,,,,,,
8299,8300, Kaggle Notebooks,,,, Binder / JupyterHub ,, IBM Watson Studio ,,,,,,,,,,Other
8300,8301, Kaggle Notebooks,,,,,,,,,,,,,,,,
8301,8302,,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
8302,8303,,,,,,,,,,,,,,,,,
8303,8304,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,, Databricks Collaborative Notebooks ,,,,,
8304,8305, Kaggle Notebooks,,,,,,,,,,,,,,,,
8305,8306, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8306,8307, Kaggle Notebooks,,,,,,,,,,,,,,,,
8307,8308,,,,,,, IBM Watson Studio ,,,,,,,,,,
8308,8309,,,,,,,,,,,,,,,,,
8309,8310, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8310,8311, Kaggle Notebooks,,,,,,,,,,,,,,,,
8311,8312,,Colab Notebooks,,,,, IBM Watson Studio ,,,,,,,,,,
8312,8313, Kaggle Notebooks,,,, Binder / JupyterHub ,, IBM Watson Studio ,, Amazon EMR Notebooks ,,,,,,,,
8313,8314, Kaggle Notebooks,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
8314,8315,,Colab Notebooks,,,,,,,,,,,,,,,
8315,8316, Kaggle Notebooks,,,,,,,,,,,,,,,,
8316,8317,,,,,,,,,,,,,,,,None,
8317,8318,,Colab Notebooks,,,,,,,,,,,,,,,
8318,8319,,,,,,,,,,,,,,,,None,
8319,8320,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8320,8321,,Colab Notebooks,,,,,,,,,,,,,,,
8321,8322,,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
8322,8323, Kaggle Notebooks,,,,,,,,,,,,,,,,
8323,8324, Kaggle Notebooks,,,,,,,,,,,,,,,,Other
8324,8325,,Colab Notebooks,,,,,,,,,,,,,,,
8325,8326, Kaggle Notebooks,,,,,,,,,,,,,,,,
8326,8327,,,,,,,,,,,,,,,,None,
8327,8328,,Colab Notebooks,,,,,,,,,,,,,,,
8328,8329, Kaggle Notebooks,,,,,,,,,,,,,,,,
8329,8330,,,,,,,,,,,,,,,,None,
8330,8331, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8331,8332,,,,,,,,, Amazon EMR Notebooks ,,,,,,,,
8332,8333, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8333,8334,,Colab Notebooks,,,,,,,,,,,,,,,
8334,8335,,,,,,,,,,,,,,,,None,
8335,8336,,,,,,, IBM Watson Studio ,,,,,,,,,,
8336,8337,,,,,,,,,,,Google Cloud Datalab,,,,,,
8337,8338, Kaggle Notebooks,,,,,,,,,,Google Cloud Datalab,,,,,,
8338,8339,,,,,,,,,,,,,,,,None,
8339,8340,,,,,,,,,,,,,,,,None,
8340,8341,,Colab Notebooks,, Paperspace / Gradient ,,,,,,,,,, Deepnote Notebooks ,,,
8341,8342,,,,,,,,,,,Google Cloud Datalab,,,,,,
8342,8343,,Colab Notebooks,,,,,,,,,,,,,,,
8343,8344,,,,,,,,,,,,,,,,None,
8344,8345,,,,,,,,,,,,,,,,,
8345,8346,,,,,,,,,,,Google Cloud Datalab,,,,,,
8346,8347, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8347,8348,,Colab Notebooks,,,,,,,,,,,,,,,
8348,8349,,,Azure Notebooks,,,,,,,,,,,,,,
8349,8350,,,,,,,,,,,,,,,,None,
8350,8351,,,,,,,,,,,,,,,,None,
8351,8352,,,,,, Code Ocean , IBM Watson Studio ,,,,,,,,,,
8352,8353, Kaggle Notebooks,,,,,,,,,,Google Cloud Datalab,,,,,,
8353,8354, Kaggle Notebooks,,Azure Notebooks,,,,,,,,,,,,,,
8354,8355, Kaggle Notebooks,,,,,,,,,,,,,,,,
8355,8356,,,,,,,,,,,,,,,,None,
8356,8357,,,,,,,,,,,,,,,,None,
8357,8358,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
8358,8359, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8359,8360,,,,,,,,,,,,,,,,None,
8360,8361,,Colab Notebooks,,,,,,,,,,,,,,,
8361,8362,,,,, Binder / JupyterHub ,,,,,,,,,,,,
8362,8363,,,Azure Notebooks,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
8363,8364, Kaggle Notebooks,,,,,,,,,,,,,,,,
8364,8365, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
8365,8366,,Colab Notebooks,,,,,,,,,,,,,,,
8366,8367, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8367,8368,,,,,,,,,,,,,,,,,
8368,8369, Kaggle Notebooks,,,,,,,,,,,,,,,,
8369,8370, Kaggle Notebooks,,,,,,,,,,,,,,,,
8370,8371,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
8371,8372, Kaggle Notebooks,,,,,,,,,,,,,,,,
8372,8373,,Colab Notebooks,,,,,,,,,,,,,,,
8373,8374,,,,,,,,,,,,,,,,,
8374,8375,,,,,,, IBM Watson Studio ,,,,,,,,,,
8375,8376,,,,,,,,,,,,,,,,,Other
8376,8377, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8377,8378, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8378,8379,,Colab Notebooks,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
8379,8380,,Colab Notebooks,,,,,,,,,,,,,,,
8380,8381,,,,, Binder / JupyterHub ,,,,,,,,,,,,
8381,8382, Kaggle Notebooks,,,,,,,,,,,,,,,,
8382,8383,,,,,,,,,,,,,,,,,Other
8383,8384,,,,,,,,,,,,,,,,None,
8384,8385,,Colab Notebooks,,,,,,,,,,,,,,,
8385,8386,,,,,,,,,,,,,,,,,
8386,8387, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
8387,8388, Kaggle Notebooks,,,,,,,,,,,,,,,,
8388,8389, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8389,8390, Kaggle Notebooks,,,,,,,,,,,,,,,,
8390,8391,,,,,,,,,,,,,,,,,
8391,8392,,,,,,,,,,,,,,,,None,
8392,8393, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8393,8394, Kaggle Notebooks,,,,,,,,,,,,,,,,
8394,8395,,Colab Notebooks,,,,,,,,,,,,,,,
8395,8396, Kaggle Notebooks,,,,,,,,,,,,,,,,
8396,8397,,,,,,,,,,,,,,,,,Other
8397,8398,,,,,,,,,,,Google Cloud Datalab,,,,,,
8398,8399, Kaggle Notebooks,,,,,,,,,,,,,,,,
8399,8400, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8400,8401, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,,,,,,,,
8401,8402,,Colab Notebooks,,,,,,,,,,,,,,,
8402,8403,,,,,,,,,,,Google Cloud Datalab,,,,,,
8403,8404,,,,,,,,,,,,,,,,,
8404,8405, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,Google Cloud Datalab,,,,,,
8405,8406, Kaggle Notebooks,,,,,,,,,,,,,,,,
8406,8407,,,,,,,,,,,,,,,,None,
8407,8408,,,,,,,,,,,,,,,,None,
8408,8409,,,,,,,,,,,,,,,,None,
8409,8410,,,,,,,,,,,,,,,,,Other
8410,8411,,,,,,,,,,,,,,,,None,
8411,8412, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8412,8413,,Colab Notebooks,,,,,,,,,,,,,,,
8413,8414, Kaggle Notebooks,,,,,,,,,,,,,,,,
8414,8415, Kaggle Notebooks,,,,,,,,,,,,,,,,
8415,8416,,,,,,,,,,,,,,,,None,
8416,8417,,,,,,,,,,,,,,,,None,
8417,8418,,,,,,,,,,,,,,,,None,
8418,8419, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8419,8420,,,,,,,,,,,,,,,,None,
8420,8421,,Colab Notebooks,,,,,,,,,,,,,,,
8421,8422, Kaggle Notebooks,,,,,,,,,,Google Cloud Datalab,,,,,,
8422,8423,,,,, Binder / JupyterHub ,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8423,8424,,,,, Binder / JupyterHub ,,,,,,,,,,,,
8424,8425, Kaggle Notebooks,,,,,,,,,,,,,,,,
8425,8426,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
8426,8427,,,,,,,,,,,,,,,,None,
8427,8428,,,,,,,,,,,,,,,,None,
8428,8429,,,,,,,,,,,,,,,,,
8429,8430, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
8430,8431,,,,,,,,,,,,,,,,None,
8431,8432, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
8432,8433, Kaggle Notebooks,,,,,,,,,,Google Cloud Datalab,,,,,,
